controller,severity,preload,afterload,load_stress,run,MAP RMSE (mmHg),Unsafe Event Rate (%)
Proposed CNN-Transformer,Advanced,Low,Reduced,1.8027756377319946,4,7.578579446584883,3.953855909848336
Proposed CNN-Transformer,Advanced,Low,Reduced,1.8027756377319946,5,7.175774708173868,5.738851987102657
Proposed CNN-Transformer,Advanced,Low,Reduced,1.8027756377319946,6,6.113694844367955,7.214269547071046
Proposed CNN-Transformer,Advanced,Low,Reduced,1.8027756377319946,7,8.17592122431706,7.155426575817786
Proposed CNN-Transformer,Advanced,Low,Reduced,1.8027756377319946,8,6.887073329722516,5.676410202979782
Proposed CNN-Transformer,Advanced,Low,Reduced,1.8027756377319946,9,5.894524405857619,7.677731039199771
Proposed CNN-Transformer,Advanced,Low,Reduced,1.8027756377319946,10,7.497637037856699,5.988960500655294
Proposed CNN-Transformer,Advanced,Low,Normal,1.7,1,6.921986782042189,4.599640839014561
Proposed CNN-Transformer,Advanced,Low,Normal,1.7,2,7.131770378281154,5.000667953888355
Proposed CNN-Transformer,Advanced,Low,Normal,1.7,3,6.153061582595853,5.105542014864705
Proposed CNN-Transformer,Advanced,Low,Normal,1.7,4,7.292564242340806,6.3187513002530915
Proposed CNN-Transformer,Advanced,Low,Normal,1.7,5,6.7774184744380515,6.198030349170451
Proposed CNN-Transformer,Advanced,Low,Normal,1.7,6,6.861315940222408,6.54138155207024
Proposed CNN-Transformer,Advanced,Low,Normal,1.7,7,6.132024511966655,5.678928187706387
Proposed CNN-Transformer,Advanced,Low,Normal,1.7,8,5.046991044147076,5.444206056268363
Proposed CNN-Transformer,Advanced,Low,Normal,1.7,9,6.75282900651905,6.003554509879635
Proposed CNN-Transformer,Advanced,Low,Normal,1.7,10,6.690593080143269,6.512831917167591
Proposed CNN-Transformer,Advanced,Low,Elevated,1.972308292331602,1,6.475170066564009,6.214466675983772
Proposed CNN-Transformer,Advanced,Low,Elevated,1.972308292331602,2,7.188518291990231,6.321282129974582
Proposed CNN-Transformer,Advanced,Low,Elevated,1.972308292331602,3,8.557342112963044,6.557621343782478
Proposed CNN-Transformer,Advanced,Low,Elevated,1.972308292331602,4,6.792337538928963,7.275298279447137
Proposed CNN-Transformer,Advanced,Low,Elevated,1.972308292331602,5,7.0243320972906425,6.117854254112465
Proposed CNN-Transformer,Advanced,Low,Elevated,1.972308292331602,6,7.4029835072119266,7.488146503756081
Proposed CNN-Transformer,Advanced,Low,Elevated,1.972308292331602,7,7.444194426100151,6.472271925796121
Proposed CNN-Transformer,Advanced,Low,Elevated,1.972308292331602,8,7.367774229851749,5.518794990552344
Proposed CNN-Transformer,Advanced,Low,Elevated,1.972308292331602,9,8.638746120710797,6.831011624800057
Proposed CNN-Transformer,Advanced,Low,Elevated,1.972308292331602,10,5.806528537009935,5.928749474244733
Proposed CNN-Transformer,Advanced,Low,High,2.701851217221259,1,6.790687937278685,8.560981154124535
Proposed CNN-Transformer,Advanced,Low,High,2.701851217221259,2,6.951221264452737,8.481248407235954
Proposed CNN-Transformer,Advanced,Low,High,2.701851217221259,3,7.951233152105578,6.900470539561974
Proposed CNN-Transformer,Advanced,Low,High,2.701851217221259,4,9.469074784105926,6.476963254210071
Proposed CNN-Transformer,Advanced,Low,High,2.701851217221259,5,7.413703408551758,6.186294834625811
Proposed CNN-Transformer,Advanced,Low,High,2.701851217221259,6,9.868678060486143,7.3199490077843485
Proposed CNN-Transformer,Advanced,Low,High,2.701851217221259,7,9.26690129493838,9.515005060976545
Proposed CNN-Transformer,Advanced,Low,High,2.701851217221259,8,8.647306683648821,9.760917568983672
Proposed CNN-Transformer,Advanced,Low,High,2.701851217221259,9,10.20142030097647,7.499125137683372
Proposed CNN-Transformer,Advanced,Low,High,2.701851217221259,10,9.84719744374315,6.326020699925364
Proposed CNN-Transformer,Advanced,Reduced,Low,1.5264337522473748,1,5.986353083833543,5.697068210691115
Proposed CNN-Transformer,Advanced,Reduced,Low,1.5264337522473748,2,5.487377291458418,8.279361064367654
Proposed CNN-Transformer,Advanced,Reduced,Low,1.5264337522473748,3,6.31654870669968,4.6890339121226114
Proposed CNN-Transformer,Advanced,Reduced,Low,1.5264337522473748,4,7.225273097848028,5.687749748569077
Proposed CNN-Transformer,Advanced,Reduced,Low,1.5264337522473748,5,6.478752227089017,6.176353392622962
Proposed CNN-Transformer,Advanced,Reduced,Low,1.5264337522473748,6,5.706337615318693,4.908604530106968
Proposed CNN-Transformer,Advanced,Reduced,Low,1.5264337522473748,7,5.263308867752678,4.867212605818219
Proposed CNN-Transformer,Advanced,Reduced,Low,1.5264337522473748,8,6.58956061414293,6.338687421714815
Proposed CNN-Transformer,Advanced,Reduced,Low,1.5264337522473748,9,7.853776537454887,5.1059146291749675
Proposed CNN-Transformer,Advanced,Reduced,Low,1.5264337522473748,10,6.689239768745697,6.781542590421397
Proposed CNN-Transformer,Advanced,Reduced,Reduced,1.0,1,6.033403294625919,5.298428333495565
Proposed CNN-Transformer,Advanced,Reduced,Reduced,1.0,2,5.82241545345642,5.710406211682545
Proposed CNN-Transformer,Advanced,Reduced,Reduced,1.0,3,5.1407823370274395,5.209734244902554
Proposed CNN-Transformer,Advanced,Reduced,Reduced,1.0,4,6.289260987047752,5.712309976939883
Proposed CNN-Transformer,Advanced,Reduced,Reduced,1.0,5,6.497918405891116,4.746817905055302
Proposed CNN-Transformer,Advanced,Reduced,Reduced,1.0,6,5.702914379653303,5.667832260884546
Proposed CNN-Transformer,Advanced,Reduced,Reduced,1.0,7,4.84470911892152,4.128883320746016
Proposed CNN-Transformer,Advanced,Reduced,Reduced,1.0,8,5.573934393426241,4.4874519747213
Proposed CNN-Transformer,Advanced,Reduced,Reduced,1.0,9,4.904916829896038,5.702748702769876
Proposed CNN-Transformer,Advanced,Reduced,Reduced,1.0,10,6.286463859860374,3.4384643103894854
Proposed CNN-Transformer,Advanced,Reduced,Normal,0.8,1,6.479357180929203,4.663727952303088
Proposed CNN-Transformer,Advanced,Reduced,Normal,0.8,2,5.313279251137661,3.750453352719222
Proposed CNN-Transformer,Advanced,Reduced,Normal,0.8,3,6.017486479796066,6.372765046941298
Proposed CNN-Transformer,Advanced,Reduced,Normal,0.8,4,4.829889315286524,4.635580090487504
Proposed CNN-Transformer,Advanced,Reduced,Normal,0.8,5,4.090235620545779,6.017818543781984
Proposed CNN-Transformer,Advanced,Reduced,Normal,0.8,6,6.214542754493033,5.0786913844307495
Proposed CNN-Transformer,Advanced,Reduced,Normal,0.8,7,4.817805531380338,4.323664518047238
Proposed CNN-Transformer,Advanced,Reduced,Normal,0.8,8,5.36232960180689,4.475289742726936
Proposed CNN-Transformer,Advanced,Reduced,Normal,0.8,9,5.580728104428537,5.63547020489688
Proposed CNN-Transformer,Advanced,Reduced,Normal,0.8,10,5.559589003318264,4.620189771102674
Proposed CNN-Transformer,Advanced,Reduced,Elevated,1.2806248474865698,1,6.4002423522641045,4.322017770599026
Proposed CNN-Transformer,Advanced,Reduced,Elevated,1.2806248474865698,2,5.120737230816283,4.957995358270423
Proposed CNN-Transformer,Advanced,Reduced,Elevated,1.2806248474865698,3,5.631288222221602,5.675185208759294
Proposed CNN-Transformer,Advanced,Reduced,Elevated,1.2806248474865698,4,5.497029817702436,5.573302086581127
Proposed CNN-Transformer,Advanced,Reduced,Elevated,1.2806248474865698,5,5.588138446624626,4.864026065665029
Proposed CNN-Transformer,Advanced,Reduced,Elevated,1.2806248474865698,6,7.701971099130922,3.857945431054955
Proposed CNN-Transformer,Advanced,Reduced,Elevated,1.2806248474865698,7,5.84653053845223,6.831773053832993
Proposed CNN-Transformer,Advanced,Reduced,Elevated,1.2806248474865698,8,5.822675115154612,4.607201583899289
Proposed CNN-Transformer,Advanced,Reduced,Elevated,1.2806248474865698,9,6.270224991835593,5.971589178303559
Proposed CNN-Transformer,Advanced,Reduced,Elevated,1.2806248474865698,10,5.178021235720634,5.9647042784728495
Proposed CNN-Transformer,Advanced,Reduced,High,2.247220505424423,1,9.031769194882148,7.117841313256212
Proposed CNN-Transformer,Advanced,Reduced,High,2.247220505424423,2,7.324674987548731,5.618088742819433
Proposed CNN-Transformer,Advanced,Reduced,High,2.247220505424423,3,8.084111917458605,8.348338045068434
Proposed CNN-Transformer,Advanced,Reduced,High,2.247220505424423,4,7.319446804447869,7.606350848621004
Proposed CNN-Transformer,Advanced,Reduced,High,2.247220505424423,5,7.7006753930361915,5.338713888444995
Proposed CNN-Transformer,Advanced,Reduced,High,2.247220505424423,6,9.342609701541416,6.506980325186294
Proposed CNN-Transformer,Advanced,Reduced,High,2.247220505424423,7,7.153215075534525,8.211217436020172
Proposed CNN-Transformer,Advanced,Reduced,High,2.247220505424423,8,6.538850088298441,4.4776747631592535
Proposed CNN-Transformer,Advanced,Reduced,High,2.247220505424423,9,9.077906217331384,6.313702760237069
Proposed CNN-Transformer,Advanced,Reduced,High,2.247220505424423,10,9.82106347853347,7.5078030434320056
Proposed CNN-Transformer,Advanced,Normal,Low,1.3,1,6.220440384213111,4.930650679483056
Proposed CNN-Transformer,Advanced,Normal,Low,1.3,2,6.438795740952248,4.806863408682658
Proposed CNN-Transformer,Advanced,Normal,Low,1.3,3,6.295431926326799,5.5240843202696475
Proposed CNN-Transformer,Advanced,Normal,Low,1.3,4,6.942176514096798,5.483592827931442
Proposed CNN-Transformer,Advanced,Normal,Low,1.3,5,5.555533166871696,5.697461365080168
Proposed CNN-Transformer,Advanced,Normal,Low,1.3,6,6.956494454901922,4.9196595772415
Proposed CNN-Transformer,Advanced,Normal,Low,1.3,7,5.419291595937488,4.809319229857023
Proposed CNN-Transformer,Advanced,Normal,Low,1.3,8,5.931530507616204,7.075395639205193
Proposed CNN-Transformer,Advanced,Normal,Low,1.3,9,5.346226389255624,5.038189268486186
Proposed CNN-Transformer,Advanced,Normal,Low,1.3,10,5.697342764254263,5.8951851837422815
Proposed CNN-Transformer,Advanced,Normal,Reduced,0.6,1,4.120918332783674,5.106541583282983
Proposed CNN-Transformer,Advanced,Normal,Reduced,0.6,2,5.797806641646563,4.118423571389852
Proposed CNN-Transformer,Advanced,Normal,Reduced,0.6,3,5.335568725460272,4.2578074432595425
Proposed CNN-Transformer,Advanced,Normal,Reduced,0.6,4,5.1810498869716195,4.051851923875538
Proposed CNN-Transformer,Advanced,Normal,Reduced,0.6,5,5.541927839321511,4.4593859306500425
Proposed CNN-Transformer,Advanced,Normal,Reduced,0.6,6,4.362617626694598,3.9700623858190327
Proposed CNN-Transformer,Advanced,Normal,Reduced,0.6,7,5.8187160178492165,5.730339018170332
Proposed CNN-Transformer,Advanced,Normal,Reduced,0.6,8,4.78609778489333,5.131695733807909
Proposed CNN-Transformer,Advanced,Normal,Reduced,0.6,9,5.623151782677243,2.9836409430861117
Proposed CNN-Transformer,Advanced,Normal,Reduced,0.6,10,4.303067438086609,4.009340928866426
Proposed CNN-Transformer,Advanced,Normal,Normal,0.0,1,4.015860092300525,3.5552043019346744
Proposed CNN-Transformer,Advanced,Normal,Normal,0.0,2,5.3251631999610956,4.290184083066244
Proposed CNN-Transformer,Advanced,Normal,Normal,0.0,3,3.793169989071717,4.341056435572306
Proposed CNN-Transformer,Advanced,Normal,Normal,0.0,4,5.1272787422231,3.25224077629878
Proposed CNN-Transformer,Advanced,Normal,Normal,0.0,5,4.640193777638167,3.656912483165832
Proposed CNN-Transformer,Advanced,Normal,Normal,0.0,6,4.29643321335741,3.454072452120328
Proposed CNN-Transformer,Advanced,Normal,Normal,0.0,7,4.197224314764058,3.6508060849681714
Proposed CNN-Transformer,Advanced,Normal,Normal,0.0,8,5.142519401590217,3.4104170867115204
Proposed CNN-Transformer,Advanced,Normal,Normal,0.0,9,6.126858889203369,3.179477659393379
Proposed CNN-Transformer,Advanced,Normal,Normal,0.0,10,3.1411316091459134,3.79283732621811
Proposed CNN-Transformer,Advanced,Normal,Elevated,1.0,1,6.256043198510269,4.7738713668143795
Proposed CNN-Transformer,Advanced,Normal,Elevated,1.0,2,5.13821527057799,5.068474236301932
Proposed CNN-Transformer,Advanced,Normal,Elevated,1.0,3,5.807217853240124,4.35942397288259
Proposed CNN-Transformer,Advanced,Normal,Elevated,1.0,4,6.613170767536718,4.768125257172827
Proposed CNN-Transformer,Advanced,Normal,Elevated,1.0,5,6.121749652804056,5.368145753736742
Proposed CNN-Transformer,Advanced,Normal,Elevated,1.0,6,5.1725474500927335,4.066436954435207
Proposed CNN-Transformer,Advanced,Normal,Elevated,1.0,7,5.354160265656428,4.317958444289917
Proposed CNN-Transformer,Advanced,Normal,Elevated,1.0,8,5.038204567843328,5.431159683349693
Proposed CNN-Transformer,Advanced,Normal,Elevated,1.0,9,4.5799527133701945,4.641388209617556
Proposed CNN-Transformer,Advanced,Normal,Elevated,1.0,10,5.807379849898379,3.3785000967712495
Proposed CNN-Transformer,Advanced,Normal,High,2.1,1,7.2192659658203,6.707405846609491
Proposed CNN-Transformer,Advanced,Normal,High,2.1,2,7.3311330821726,5.8451869455506635
Proposed CNN-Transformer,Advanced,Normal,High,2.1,3,8.788037111252677,6.921589903924273
Proposed CNN-Transformer,Advanced,Normal,High,2.1,4,7.602169829681423,6.202446576002859
Proposed CNN-Transformer,Advanced,Normal,High,2.1,5,7.533636939308742,6.078976443751211
Proposed CNN-Transformer,Advanced,Normal,High,2.1,6,9.02265075431489,9.388717003950847
Proposed CNN-Transformer,Advanced,Normal,High,2.1,7,8.041175972728691,5.727253922604148
Proposed CNN-Transformer,Advanced,Normal,High,2.1,8,6.593809210486441,6.596307190206803
Proposed CNN-Transformer,Advanced,Normal,High,2.1,9,7.701394573617855,4.488693596039279
Proposed CNN-Transformer,Advanced,Normal,High,2.1,10,5.996254911392711,6.154312994365368
Proposed CNN-Transformer,Advanced,Elevated,Low,1.5811388300841898,1,6.831607617888268,6.465038809738443
Proposed CNN-Transformer,Advanced,Elevated,Low,1.5811388300841898,2,7.287698357060065,5.841697463180466
Proposed CNN-Transformer,Advanced,Elevated,Low,1.5811388300841898,3,6.449710487386124,4.393432667065471
Proposed CNN-Transformer,Advanced,Elevated,Low,1.5811388300841898,4,7.856759463195004,6.906504816016489
Proposed CNN-Transformer,Advanced,Elevated,Low,1.5811388300841898,5,6.108408986461051,7.601095080464626
Proposed CNN-Transformer,Advanced,Elevated,Low,1.5811388300841898,6,5.835574880627528,6.493255284774346
Proposed CNN-Transformer,Advanced,Elevated,Low,1.5811388300841898,7,6.393494810325221,5.08221200108568
Proposed CNN-Transformer,Advanced,Elevated,Low,1.5811388300841898,8,7.553827036396257,4.498884803589035
Proposed CNN-Transformer,Advanced,Elevated,Low,1.5811388300841898,9,6.680709957742455,4.6089952417580315
Proposed CNN-Transformer,Advanced,Elevated,Low,1.5811388300841898,10,6.291126327137239,6.319122243866779
Proposed CNN-Transformer,Advanced,Elevated,Reduced,1.0816653826391966,1,5.144091536624883,5.426687047409716
Proposed CNN-Transformer,Advanced,Elevated,Reduced,1.0816653826391966,2,6.016095789240995,5.902921460007745
Proposed CNN-Transformer,Advanced,Elevated,Reduced,1.0816653826391966,3,5.995287381656024,5.001864566719868
Proposed CNN-Transformer,Advanced,Elevated,Reduced,1.0816653826391966,4,6.805744764819373,4.960501732497634
Proposed CNN-Transformer,Advanced,Elevated,Reduced,1.0816653826391966,5,6.372157394958522,6.16751719891269
Proposed CNN-Transformer,Advanced,Elevated,Reduced,1.0816653826391966,6,6.044851281061648,5.000296166369265
Proposed CNN-Transformer,Advanced,Elevated,Reduced,1.0816653826391966,7,5.944859096796166,4.0156155034862095
Proposed CNN-Transformer,Advanced,Elevated,Reduced,1.0816653826391966,8,6.806253998610499,5.857565783277941
Proposed CNN-Transformer,Advanced,Elevated,Reduced,1.0816653826391966,9,6.6175572795959,4.800988523832569
Proposed CNN-Transformer,Advanced,Elevated,Reduced,1.0816653826391966,10,5.851252196745078,6.4539957620675805
Proposed CNN-Transformer,Advanced,Elevated,Normal,0.9,1,5.012624970620549,3.2463028533242406
Proposed CNN-Transformer,Advanced,Elevated,Normal,0.9,2,6.742557617508407,4.619805603723704
Proposed CNN-Transformer,Advanced,Elevated,Normal,0.9,3,4.314969503648786,4.102828525594809
Proposed CNN-Transformer,Advanced,Elevated,Normal,0.9,4,6.489960750576046,3.7758026498171757
Proposed CNN-Transformer,Advanced,Elevated,Normal,0.9,5,5.8943234899076495,4.733583258535304
Proposed CNN-Transformer,Advanced,Elevated,Normal,0.9,6,6.237649527245362,4.490833728280471
Proposed CNN-Transformer,Advanced,Elevated,Normal,0.9,7,5.863870795359641,5.239778540509344
Proposed CNN-Transformer,Advanced,Elevated,Normal,0.9,8,5.472202522249907,5.344518703071498
Proposed CNN-Transformer,Advanced,Elevated,Normal,0.9,9,5.341694015068619,6.512424702702938
Proposed CNN-Transformer,Advanced,Elevated,Normal,0.9,10,5.880055030862668,3.901965884364729
Proposed CNN-Transformer,Advanced,Elevated,Elevated,1.3453624047073711,1,5.862424260136704,5.112970137833361
Proposed CNN-Transformer,Advanced,Elevated,Elevated,1.3453624047073711,2,6.095691172448415,2.9416612350577154
Proposed CNN-Transformer,Advanced,Elevated,Elevated,1.3453624047073711,3,6.161626008699019,5.564835639595397
Proposed CNN-Transformer,Advanced,Elevated,Elevated,1.3453624047073711,4,5.966396187232613,4.70882016460577
Proposed CNN-Transformer,Advanced,Elevated,Elevated,1.3453624047073711,5,6.194541643603703,6.398244931332304
Proposed CNN-Transformer,Advanced,Elevated,Elevated,1.3453624047073711,6,7.232645550510868,5.631206487555959
Proposed CNN-Transformer,Advanced,Elevated,Elevated,1.3453624047073711,7,6.843653117857475,7.565444901261032
Proposed CNN-Transformer,Advanced,Elevated,Elevated,1.3453624047073711,8,6.391394129900669,4.144753719126011
Proposed CNN-Transformer,Advanced,Elevated,Elevated,1.3453624047073711,9,6.238384110336831,6.216275831328033
Proposed CNN-Transformer,Advanced,Elevated,Elevated,1.3453624047073711,10,6.368670045150317,5.123047737821304
Proposed CNN-Transformer,Advanced,Elevated,High,2.2847319317591723,1,6.625113012683299,5.932158417638687
Proposed CNN-Transformer,Advanced,Elevated,High,2.2847319317591723,2,7.7589537622444515,6.757657752685546
Proposed CNN-Transformer,Advanced,Elevated,High,2.2847319317591723,3,7.896676505499586,5.101849046815067
Proposed CNN-Transformer,Advanced,Elevated,High,2.2847319317591723,4,9.095713806275759,7.171814312996807
Proposed CNN-Transformer,Advanced,Elevated,High,2.2847319317591723,5,7.37479454134126,4.918407347392004
Proposed CNN-Transformer,Advanced,Elevated,High,2.2847319317591723,6,6.943627614028756,5.929085681724653
Proposed CNN-Transformer,Advanced,Elevated,High,2.2847319317591723,7,5.345537347126534,7.0174538343883475
Proposed CNN-Transformer,Advanced,Elevated,High,2.2847319317591723,8,7.752133094323963,6.203611513940111
